alpha_2_code,alpha_3_code,numeric_code,subdivision_category_id,subdivision_code,language,language_alpha_3_code,subdivision_name,subdivision_name_local_variation,romanization_system
"BF","BFA","854","235","BF-NAM","fr","fra","Namentenga","",""
"BF","BFA","854","235","BF-SMT","fr","fra","Sanmatenga","",""
"BF","BFA","854","192","BF-06","fr","fra","Centre-Ouest","",""
"BF","BFA","854","235","BF-BLK","fr","fra","Boulkiemdé","",""
"BF","BFA","854","235","BF-SIS","fr","fra","Sissili","",""
"BF","BFA","854","235","BF-SNG","fr","fra","Sanguié","",""
"BF","BFA","854","235","BF-ZIR","fr","fra","Ziro","",""
"BF","BFA","854","192","BF-07","fr","fra","Centre-Sud","",""
"BF","BFA","854","235","BF-BAZ","fr","fra","Bazèga","",""
"BF","BFA","854","235","BF-NAO","fr","fra","Nahouri","",""
"BF","BFA","854","235","BF-ZOU","fr","fra","Zoundwéogo","",""
"BF","BFA","854","192","BF-08","fr","fra","Est","",""
"BF","BFA","854","235","BF-GNA","fr","fra","Gnagna","",""
"BF","BFA","854","235","BF-GOU","fr","fra","Gourma","",""
"BF","BFA","854","235","BF-KMD","fr","fra","Komondjari","",""
"BF","BFA","854","235","BF-KMP","fr","fra","Kompienga","",""
"BF","BFA","854","235","BF-TAP","fr","fra","Tapoa","",""
"BF","BFA","854","192","BF-09","fr","fra","Hauts-Bassins","",""
"BF","BFA","854","235","BF-HOU","fr","fra","Houet","",""
"BF","BFA","854","235","BF-KEN","fr","fra","Kénédougou","",""
"BF","BFA","854","235","BF-TUI","fr","fra","Tuy","",""
"BF","BFA","854","192","BF-10","fr","fra","Nord","",""
"BF","BFA","854","235","BF-LOR","fr","fra","Loroum","",""
"BF","BFA","854","235","BF-PAS","fr","fra","Passoré","",""
"BF","BFA","854","235","BF-YAT","fr","fra","Yatenga","",""
"BF","BFA","854","235","BF-ZON","fr","fra","Zondoma","",""
"BF","BFA","854","192","BF-11","fr","fra","Plateau-Central","",""
"BF","BFA","854","235","BF-GAN","fr","fra","Ganzourgou","",""
"BF","BFA","854","235","BF-KOW","fr","fra","Kourwéogo","",""
"BF","BFA","854","235","BF-OUB","fr","fra","Oubritenga","",""
"BF","BFA","854","192","BF-12","fr","fra","Sahel","",""
"BF","BFA","854","235","BF-OUD","fr","fra","Oudalan","",""
"BF","BFA","854","235","BF-SEN","fr","fra","Séno","",""
"BF","BFA","854","235","BF-SOM","fr","fra","Soum","",""
"BF","BFA","854","235","BF-YAG","fr","fra","Yagha","",""
"BF","BFA","854","192","BF-13","fr","fra","Sud-Ouest","",""
"BF","BFA","854","235","BF-BGR","fr","fra","Bougouriba","",""
"BF","BFA","854","235","BF-IOB","fr","fra","Ioba","",""
"BF","BFA","854","235","BF-NOU","fr","fra","Noumbiel","",""
"BF","BFA","854","235","BF-PON","fr","fra","Poni","",""
"BG","BGR","100","361","BG-01","bg","bul","Blagoevgrad","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-02","bg","bul","Burgas","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-03","bg","bul","Varna","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-04","bg","bul","Veliko Tarnovo","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-05","bg","bul","Vidin","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-06","bg","bul","Vratsa","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-07","bg","bul","Gabrovo","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-08","bg","bul","Dobrich","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-09","bg","bul","Kardzhali","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-10","bg","bul","Kyustendil","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-11","bg","bul","Lovech","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-12","bg","bul","Montana","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-13","bg","bul","Pazardzhik","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-14","bg","bul","Pernik","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-15","bg","bul","Pleven","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-16","bg","bul","Plovdiv","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-17","bg","bul","Razgrad","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-18","bg","bul","Ruse","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-19","bg","bul","Silistra","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-20","bg","bul","Sliven","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-21","bg","bul","Smolyan","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-22","bg","bul","Sofia (stolitsa)","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-23","bg","bul","Sofia","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-24","bg","bul","Stara Zagora","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-25","bg","bul","Targovishte","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-26","bg","bul","Haskovo","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-27","bg","bul","Shumen","","National 1999 = UN X/7 2012"
"BG","BGR","100","361","BG-28","bg","bul","Yambol","","National 1999 = UN X/7 2012"
"BH","BHR","048","338","BH-13","ar","ara","Al ‘Āşimah","Al Manāmah","BGN/PCGN 1956"
"BH","BHR","048","338","BH-14","ar","ara","Al Janūbīyah","","BGN/PCGN 1956"
"BH","BHR","048","338","BH-15","ar","ara","Al Muḩarraq","","BGN/PCGN 1956"
"BH","BHR","048","338","BH-17","ar","ara","Ash Shamālīyah","","BGN/PCGN 1956"
"BI","BDI","108","275","BI-BB","fr","fra","Bubanza","",""
"BI","BDI","108","275","BI-BB","rn","run","Bubanza","",""
"BI","BDI","108","275","BI-BL","fr","fra","Bujumbura Rural","",""
"BI","BDI","108","275","BI-BL","rn","run","Bujumbura Rural","",""
"BI","BDI","108","275","BI-BM","fr","fra","Bujumbura Mairie","",""
"BI","BDI","108","275","BI-BM","rn","run","Bujumbura Mairie","",""
"BI","BDI","108","275","BI-BR","fr","fra","Bururi","",""
"BI","BDI","108","275","BI-BR","rn","run","Bururi","",""
"BI","BDI","108","275","BI-CA","fr","fra","Cankuzo","",""
"BI","BDI","108","275","BI-CA","rn","run","Cankuzo","",""
"BI","BDI","108","275","BI-CI","fr","fra","Cibitoke","",""
"BI","BDI","108","275","BI-CI","rn","run","Cibitoke","",""
"BI","BDI","108","275","BI-GI","fr","fra","Gitega","",""
"BI","BDI","108","275","BI-GI","rn","run","Gitega","",""
"BI","BDI","108","275","BI-KI","fr","fra","Kirundo","",""
"BI","BDI","108","275","BI-KI","rn","run","Kirundo","",""
"BI","BDI","108","275","BI-KR","fr","fra","Karuzi","",""
"BI","BDI","108","275","BI-KR","rn","run","Karuzi","",""
"BI","BDI","108","275","BI-KY","fr","fra","Kayanza","",""
"BI","BDI","108","275","BI-KY","rn","run","Kayanza","",""
"BI","BDI","108","275","BI-MA","fr","fra","Makamba","",""
"BI","BDI","108","275","BI-MA","rn","run","Makamba","",""
"BI","BDI","108","275","BI-MU","fr","fra","Muramvya","",""
"BI","BDI","108","275","BI-MU","rn","run","Muramvya","",""
"BI","BDI","108","275","BI-MW","fr","fra","Mwaro","",""
"BI","BDI","108","275","BI-MW","rn","run","Mwaro","",""
"BI","BDI","108","275","BI-MY","fr","fra","Muyinga","",""
"BI","BDI","108","275","BI-MY","rn","run","Muyinga","",""
"BI","BDI","108","275","BI-NG","fr","fra","Ngozi","",""
"BI","BDI","108","275","BI-NG","rn","run","Ngozi","",""
"BI","BDI","108","275","BI-RM","fr","fra","Rumonge","",""
"BI","BDI","108","275","BI-RM","rn","run","Rumonge","",""
"BI","BDI","108","275","BI-RT","fr","fra","Rutana","",""
"BI","BDI","108","275","BI-RT","rn","run","Rutana","",""
"BI","BDI","108","275","BI-RY","fr","fra","Ruyigi","",""
"BI","BDI","108","275","BI-RY","rn","run","Ruyigi","",""
"BJ","BEN","204","276","BJ-AK","fr","fra","Atacora","",""
"BJ","BEN","204","276","BJ-AL","fr","fra","Alibori","",""
"BJ","BEN","204","276","BJ-AQ","fr","fra","Atlantique","",""
"BJ","BEN","204","276","BJ-BO","fr","fra","Borgou","",""
"BJ","BEN","204","276","BJ-CO","fr","fra","Collines","",""
"BJ","BEN","204","276","BJ-DO","fr","fra","Donga","",""
"BJ","BEN","204","276","BJ-KO","fr","fra","Couffo","",""
"BJ","BEN","204","276","BJ-LI","fr","fra","Littoral","",""
"BJ","BEN","204","276","BJ-MO","fr","fra","Mono","",""
"BJ","BEN","204","276","BJ-OU","fr","fra","Ouémé","",""
"BJ","BEN","204","276","BJ-PL","fr","fra","Plateau","",""
"BJ","BEN","204","276","BJ-ZO","fr","fra","Zou","",""
"BN","BRN","096","362","BN-BE","en","eng","Belait","",""
"BN","BRN","096","362","BN-BE","ms","msa","Belait","",""
"BN","BRN","096","362","BN-BM","en","eng","Brunei-Muara","",""
"BN","BRN","096","362","BN-BM","ms","msa","Brunei dan Muara","",""
"BN","BRN","096","362","BN-TE","en","eng","Temburong","",""
"BN","BRN","096","362","BN-TE","ms","msa","Temburong","",""
"BN","BRN","096","362","BN-TU","en","eng","Tutong","",""
"BN","BRN","096","362","BN-TU","ms","msa","Tutong","",""
"BO","BOL","068","231","BO-B","es","spa","El Beni","",""
"BO","BOL","068","231","BO-C","es","spa","Cochabamba","",""
"BO","BOL","068","231","BO-H","es","spa","Chuquisaca","",""
"BO","BOL","068","231","BO-L","es","spa","La Paz","",""
"BO","BOL","068","231","BO-N","es","spa","Pando","",""
"BO","BOL","068","231","BO-O","es","spa","Oruro","",""
"BO","BOL","068","231","BO-P","es","spa","Potosí","",""
"BO","BOL","068","231","BO-S","es","spa","Santa Cruz","",""
"BO","BOL","068","231","BO-T","es","spa","Tarija","",""
"BQ","BES","535","272","BQ-BO","en","eng","Bonaire","",""
"BQ","BES","535","272","BQ-BO","nl","nld","Bonaire","",""
"BQ","BES","535","272","BQ-BO","","pap","Boneiru","",""
"BQ","BES","535","272","BQ-SA","en","eng","Saba","",""
"BQ","BES","535","272","BQ-SA","nl","nld","Saba","",""
"BQ","BES","535","272","BQ-SA","","pap","Saba","",""
"BQ","BES","535","272","BQ-SE","en","eng","Sint Eustatius","",""
"BQ","BES","535","272","BQ-SE","nl","nld","Sint Eustatius","",""
"BQ","BES","535","272","BQ-SE","","pap","Sint Eustatius","",""
"BR","BRA","076","193","BR-AC","pt","por","Acre","",""
"BR","BRA","076","193","BR-AL","pt","por","Alagoas","",""
"BR","BRA","076","193","BR-AM","pt","por","Amazonas","",""
"BR","BRA","076","193","BR-AP","pt","por","Amapá","",""
"BR","BRA","076","193","BR-BA","pt","por","Bahia","",""
"BR","BRA","076","193","BR-CE","pt","por","Ceará","",""
"BR","BRA","076","193","BR-ES","pt","por","Espírito Santo","",""
"BR","BRA","076","193","BR-GO","pt","por","Goiás","",""
"BR","BRA","076","193","BR-MA","pt","por","Maranhão","",""
"BR","BRA","076","193","BR-MG","pt","por","Minas Gerais","",""
"BR","BRA","076","193","BR-MS","pt","por","Mato Grosso do Sul","",""
"BR","BRA","076","193","BR-MT","pt","por","Mato Grosso","",""
"BR","BRA","076","193","BR-PA","pt","por","Pará","",""
"BR","BRA","076","193","BR-PB","pt","por","Paraíba","",""
"BR","BRA","076","193","BR-PE","pt","por","Pernambuco","",""
"BR","BRA","076","193","BR-PI","pt","por","Piauí","",""
"BR","BRA","076","193","BR-PR","pt","por","Paraná","",""
"BR","BRA","076","193","BR-RJ","pt","por","Rio de Janeiro","",""
"BR","BRA","076","193","BR-RN","pt","por","Rio Grande do Norte","",""
"BR","BRA","076","193","BR-RO","pt","por","Rondônia","",""
"BR","BRA","076","193","BR-RR","pt","por","Roraima","",""
"BR","BRA","076","193","BR-RS","pt","por","Rio Grande do Sul","",""
"BR","BRA","076","193","BR-SC","pt","por","Santa Catarina","",""
"BR","BRA","076","193","BR-SE","pt","por","Sergipe","",""
"BR","BRA","076","193","BR-SP","pt","por","São Paulo","",""
"BR","BRA","076","193","BR-TO","pt","por","Tocantins","",""
"BR","BRA","076","403","BR-DF","pt","por","Distrito Federal","",""
"BS","BHS","044","100","BS-AK","en","eng","Acklins","",""
"BS","BHS","044","100","BS-BI","en","eng","Bimini","",""
"BS","BHS","044","100","BS-BP","en","eng","Black Point","",""
"BS","BHS","044","100","BS-BY","en","eng","Berry Islands","",""
"BS","BHS","044","100","BS-CE","en","eng","Central Eleuthera","",""
"BS","BHS","044","100","BS-CI","en","eng","Cat Island","",""
"BS","BHS","044","100","BS-CK","en","eng","Crooked Island and Long Cay","",""
"BS","BHS","044","100","BS-CO","en","eng","Central Abaco","",""
"BS","BHS","044","100","BS-CS","en","eng","Central Andros","",""
"BS","BHS","044","100","BS-EG","en","eng","East Grand Bahama","",""
"BS","BHS","044","100","BS-EX","en","eng","Exuma","",""
"BS","BHS","044","100","BS-FP","en","eng","City of Freeport","",""
"BS","BHS","044","100","BS-GC","en","eng","Grand Cay","",""
"BS","BHS","044","100","BS-HI","en","eng","Harbour Island","",""
"BS","BHS","044","100","BS-HT","en","eng","Hope Town","",""
"BS","BHS","044","100","BS-IN","en","eng","Inagua","",""
"BS","BHS","044","100","BS-LI","en","eng","Long Island","",""
"BS","BHS","044","100","BS-MC","en","eng","Mangrove Cay","",""
"BS","BHS","044","100","BS-MG","en","eng","Mayaguana","",""
"BS","BHS","044","100","BS-MI","en","eng","Moore's Island","",""
"BS","BHS","044","100","BS-NE","en","eng","North Eleuthera","",""
"BS","BHS","044","100","BS-NO","en","eng","North Abaco","",""
"BS","BHS","044","100","BS-NS","en","eng","North Andros","",""
"BS","BHS","044","100","BS-RC","en","eng","Rum Cay","",""
"BS","BHS","044","100","BS-RI","en","eng","Ragged Island","",""
"BS","BHS","044","100","BS-SA","en","eng","South Andros","",""
"BS","BHS","044","100","BS-SE","en","eng","South Eleuthera","",""
"BS","BHS","044","100","BS-SO","en","eng","South Abaco","",""
"BS","BHS","044","100","BS-SS","en","eng","San Salvador","",""
"BS","BHS","044","100","BS-SW","en","eng","Spanish Wells","",""
"BS","BHS","044","100","BS-WG","en","eng","West Grand Bahama","",""
"BS","BHS","044","474","BS-NP","en","eng","New Providence","",""
"BT","BTN","064","152","BT-11","dz","dzo","Paro","","National 1997"
"BT","BTN","064","152","BT-12","dz","dzo","Chhukha","","National 1997"
"BT","BTN","064","152","BT-13","dz","dzo","Haa","","National 1997"
"BT","BTN","064","152","BT-14","dz","dzo","Samtse","","National 1997"
"BT","BTN","064","152","BT-15","dz","dzo","Thimphu","","National 1997"
"BT","BTN","064","152","BT-21","dz","dzo","Tsirang","","National 1997"
"BT","BTN","064","152","BT-22","dz","dzo","Dagana","","National 1997"
"BT","BTN","064","152","BT-23","dz","dzo","Punakha","","National 1997"
"BT","BTN","064","152","BT-24","dz","dzo","Wangdue Phodrang","","National 1997"
"BT","BTN","064","152","BT-31","dz","dzo","Sarpang","","National 1997"
"BT","BTN","064","152","BT-32","dz","dzo","Trongsa","","National 1997"
"BT","BTN","064","152","BT-33","dz","dzo","Bumthang","","National 1997"
"BT","BTN","064","152","BT-34","dz","dzo","Zhemgang","","National 1997"
"BT","BTN","064","152","BT-41","dz","dzo","Trashigang","","National 1997"
"BT","BTN","064","152","BT-42","dz","dzo","Monggar","","National 1997"
"BT","BTN","064","152","BT-43","dz","dzo","Pemagatshel","","National 1997"
"BT","BTN","064","152","BT-44","dz","dzo","Lhuentse","","National 1997"
"BT","BTN","064","152","BT-45","dz","dzo","Samdrup Jongkhar","","National 1997"
"BT","BTN","064","152","BT-GA","dz","dzo","Gasa","","National 1997"
"BT","BTN","064","152","BT-TY","dz","dzo","Trashi Yangtse","","National 1997"
"BW","BWA","072","277","BW-CE","en","eng","Central","",""
"BW","BWA","072","277","BW-CH","en","eng","Chobe","",""
"BW","BWA","072","277","BW-GH","en","eng","Ghanzi","",""
"BW","BWA","072","277","BW-KG","en","eng","Kgalagadi","",""
"BW","BWA","072","277","BW-KL","en","eng","Kgatleng","",""
"BW","BWA","072","277","BW-KW","en","eng","Kweneng","",""
"BW","BWA","072","277","BW-NE","en","eng","North East","",""
"BW","BWA","072","277","BW-NW","en","eng","North West","",""
"BW","BWA","072","277","BW-SE","en","eng","South East","",""
"BW","BWA","072","277","BW-SO","en","eng","Southern","",""
"BW","BWA","072","447","BW-JW","en","eng","Jwaneng","",""
"BW","BWA","072","447","BW-LO","en","eng","Lobatse","",""
"BW","BWA","072","447","BW-SP","en","eng","Selibe Phikwe","",""
"BW","BWA","072","447","BW-ST","en","eng","Sowa Town","",""
"BW","BWA","072","448","BW-FR","en","eng","Francistown","",""
"BW","BWA","072","448","BW-GA","en","eng","Gaborone","",""
"BY","BLR","112","102","BY-HM","be","bel","Horad Minsk","","UN X/6 2012"
"BY","BLR","112","102","BY-HM","be","bel","Horad Minsk","","BGN/PCGN 1979"
"BY","BLR","112","102","BY-HM","ru","rus","Gorod Minsk","","BGN/PCGN 1947"
"BY","BLR","112","102","BY-HM","ru","rus","Gorod Minsk","","GOST 1983 = UN V/18 1987"
"BY","BLR","112","411","BY-BR","be","bel","Bresckaja voblasć","","UN X/6 2012"
"BY","BLR","112","411","BY-BR","be","bel","Brestskaya voblasts'","","BGN/PCGN 1979"
"BY","BLR","112","411","BY-BR","ru","rus","Brestskaya oblast'","","BGN/PCGN 1947"
"BY","BLR","112","411","BY-BR","ru","rus","Brestskaja oblast'","","GOST 1983 = UN V/18 1987"
"BY","BLR","112","411","BY-HO","be","bel","Homieĺskaja voblasć","","UN X/6 2012"
"BY","BLR","112","411","BY-HO","be","bel","Homyel'skaya voblasts'","","BGN/PCGN 1979"
"BY","BLR","112","411","BY-HO","ru","rus","Gomel'skaja oblast'","","GOST 1983 = UN V/18 1987"
"BY","BLR","112","411","BY-HO","ru","rus","Gomel'skaya oblast'","","BGN/PCGN 1947"
"BY","BLR","112","411","BY-HR","be","bel","Hrodzenskaya voblasts'","","BGN/PCGN 1979"
"BY","BLR","112","411","BY-HR","be","bel","Hrodzienskaja voblasć","","UN X/6 2012"
"BY","BLR","112","411","BY-HR","ru","rus","Grodnenskaja oblast'","","GOST 1983 = UN V/18 1987"
"BY","BLR","112","411","BY-HR","ru","rus","Grodnenskaya oblast'","","BGN/PCGN 1947"
"BY","BLR","112","411","BY-MA","be","bel","Mahilioŭskaja voblasć","","UN X/6 2012"
"BY","BLR","112","411","BY-MA","be","bel","Mahilyowskaya voblasts'","","BGN/PCGN 1979"
"BY","BLR","112","411","BY-MA","ru","rus","Mogilevskaja oblast'","","GOST 1983 = UN V/18 1987"
"BY","BLR","112","411","BY-MA","ru","rus","Mogilevskaya oblast'","","BGN/PCGN 1947"
"BY","BLR","112","411","BY-MI","be","bel","Minskaja voblasć","","UN X/6 2012"
"BY","BLR","112","411","BY-MI","be","bel","Minskaya voblasts'","","BGN/PCGN 1979"
"BY","BLR","112","411","BY-MI","ru","rus","Minskaya oblast'","","BGN/PCGN 1947"
"BY","BLR","112","411","BY-MI","ru","rus","Minskaja oblast'","","GOST 1983 = UN V/18 1987"
"BY","BLR","112","411","BY-VI","be","bel","Viciebskaja voblasć","","UN X/6 2012"
"BY","BLR","112","411","BY-VI","be","bel","Vitsyebskaya voblasts'","","BGN/PCGN 1979"
"BY","BLR","112","411","BY-VI","ru","rus","Vitebskaja oblast'","","GOST 1983 = UN V/18 1987"
"BY","BLR","112","411","BY-VI","ru","rus","Vitebskaya oblast'","","BGN/PCGN 1947"
"BZ","BLZ","084","297","BZ-BZ","en","eng","Belize","",""
"BZ","BLZ","084","297","BZ-CY","en","eng","Cayo","",""
"BZ","BLZ","084","297","BZ-CZL","en","eng","Corozal","",""
"BZ","BLZ","084","297","BZ-OW","en","eng","Orange Walk","",""
"BZ","BLZ","084","297","BZ-SC","en","eng","Stann Creek","",""
"BZ","BLZ","084","297","BZ-TOL","en","eng","Toledo","",""
"CA","CAN","124","233","CA-NT","en","eng","Northwest Territories","",""
"CA","CAN","124","233","CA-NT","fr","fra","Territoires du Nord-Ouest","",""
"CA","CAN","124","233","CA-NU","en","eng","Nunavut","",""
"CA","CAN","124","233","CA-NU","fr","fra","Nunavut","",""
"CA","CAN","124","233","CA-YT","en","eng","Yukon","",""
"CA","CAN","124","233","CA-YT","fr","fra","Yukon","",""
"CA","CAN","124","412","CA-AB","en","eng","Alberta","",""
"CA","CAN","124","412","CA-AB","fr","fra","Alberta","",""
"CA","CAN","124","412","CA-BC","en","eng","British Columbia","",""
"CA","CAN","124","412","CA-BC","fr","fra","Colombie-Britannique","",""
"CA","CAN","124","412","CA-MB","en","eng","Manitoba","",""
"CA","CAN","124","412","CA-MB","fr","fra","Manitoba","",""
"CA","CAN","124","412","CA-NB","en","eng","New Brunswick","",""
"CA","CAN","124","412","CA-NB","fr","fra","Nouveau-Brunswick","",""
"CA","CAN","124","412","CA-NL","en","eng","Newfoundland and Labrador","",""
"CA","CAN","124","412","CA-NL","fr","fra","Terre-Neuve-et-Labrador","",""
"CA","CAN","124","412","CA-NS","en","eng","Nova Scotia","",""
"CA","CAN","124","412","CA-NS","fr","fra","Nouvelle-Écosse","",""
"CA","CAN","124","412","CA-ON","en","eng","Ontario","",""
"CA","CAN","124","412","CA-ON","fr","fra","Ontario","",""
"CA","CAN","124","412","CA-PE","en","eng","Prince Edward Island","",""
"CA","CAN","124","412","CA-PE","fr","fra","Île-du-Prince-Édouard","",""
"CA","CAN","124","412","CA-QC","en","eng","Quebec","",""
"CA","CAN","124","412","CA-QC","fr","fra","Québec","",""
